study_id,wos_id,authors,year,title,journal,doi,n_sample,country,screen_l1,screen_l1_reason,screen_l2,screen_l2_reason,eligible,doi_measure,fp_measure,r_reported,n_used,notes
S1362,000625048100002,"Chung, Hsi-Mei; Dahms, Sven; Kao, Pao T.",2021,Emerging Market Multinational Family Business Groups and the Use of Family Managers in Foreign Subsidiaries,MANAGEMENT INTERNATIONAL REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S1363,000634826700055,"Davcik, Nebojsa S.; Cardinali, Silvio; Sharma, Piyush; Cedrola, Elena",2021,Exploring the role of international R&D activities in the impact of technological and marketing capabilities on SMEs' performance,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1364,000634826700067,"Santoro, Gabriele; Mazzoleni, Alberto; Quaglia, Roberto; Solima, Ludovico",2021,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,JOURNAL OF BUSINESS RESEARCH,,,,Y,ip_firm_match,,,,,,,,wos
S1365,000627076400001,"Beamish, Paul W.; Chakravarty, Dwarka",2021,Using the Resource-Based View in Multinational Enterprise Research,JOURNAL OF MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S1366,000654636800013,"Chen, Lili; Guo, Shaoyu; Lu, Jian; Gerschewski, Stephan",2021,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,JOURNAL OF ASIAN ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S1367,000636720500001,"Cirer-Costa, Joan Carles",2020,Building Multinationals in the Mediterranean: balearic island hotels in the 1990s,MANAGEMENT & ORGANIZATIONAL HISTORY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1368,000624704500014,"Biener, Christian; Eling, Martin; Jia, Ruo",2021,Globalisation: blessing or curse? Evidence from the insurance industry,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S1369,000694876300007,"Leung, T. Y.; Sharma, Piyush",2021,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,,,Y,ip_perf_match,,,,,,,,wos
S1370,000653015800006,"Vendrell-Herrero, Ferran; Bustinza, Oscar F.; Vaillant, Yancy",2021,Adoption and optimal configuration of smart products: The role of firm internationalization and offer hybridization,INDUSTRIAL MARKETING MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S1371,000630111600001,"Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge",2021,"Export activity, R&D investment, and foreign ownership: does it matter for productivity?",INTERNATIONAL MARKETING REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1372,000646310500011,"Kafouros, Mario; Aliyev, Murod; Krammer, Sorin M. S.",2021,Do firms profit from patent litigation? The contingent roles of diversification and intangible assets,RESEARCH POLICY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1373,000639793800001,"Shin, Joonho; Mendoza, Xavier; Choi, Changbum",2022,Do internationalizing business group affiliates perform better after promarket reforms? Evidence from Korean SMEs,ASIA PACIFIC JOURNAL OF MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S1374,000630132900001,"Garces-Galdeano, Lucia; Garcia-Olaverri, Carmen; Huerta, Emilio",2021,Does one size fit all? CEO profiles and strategic management choices,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,,,UNSURE,title_insufficient,,,,,,,,wos
S1375,000633034400002,"Nyamrunda, Frank Charles; Freeman, Susan",2021,"Strategic agility, dynamic relational capability and trust among SMEs in transitional economies",JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1376,000632621800017,"Su, Cong; Kong, Lingshuang; Ciabuschi, Francesco; Yan, Haifeng",2021,Reverse innovation transfer in Chinese MNCs: The role of political ties and headquarters,JOURNAL OF INTERNATIONAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1377,000632621800022,"Demir, Robert; Campopiano, Giovanna; Kruckenhauser, Christian; Bauer, Florian",2021,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth modes",JOURNAL OF INTERNATIONAL MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1378,000657788000015,"Elia, Stefano; Giuffrida, Maria; Mariani, Marcello M.; Bresciani, Stefano",2021,Resources and digital export: An RBV perspective on the role of digital technologies and capabilities in cross-border e-commerce,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1379,000631522900003,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",2021,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1380,000637097700001,"Kumar, Satish; Vanevenhoven, Jeff; Liguori, Eric; Dana, Leo Paul; Pandey, Nitesh",2021,Twenty-five years of the <i>Journal of Small Business and Enterprise Development</i>: a bibliometric review,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,,,,N,meta,,,,,,,,wos
S1381,000664033500023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2021,The short- and long-run effects of foreign investments on firm performance: Evidence from Asia Pacific,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1382,000650617800001,"Lu, Jin-Biao; Liu, Zhi-Jiang; Tulenty, Dmitry; Tsvetkova, Liudmila; Kot, Sebastian",2021,Implementation of Stochastic Analysis in Corporate Decision-Making Models,MATHEMATICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1383,000648657000005,"Gamble, Jordan Robert; Clinton, Eric; Diaz-Moriana, Vanessa",2021,Broadening the business model construct: Exploring how family-owned SMEs co-create value with external stakeholders,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1384,000648000200001,"Mostafiz, Md Imtiaz; Sambasivan, Murali; Goh, See-Kwong; Ahmad, Paiman",2023,Configuring foreign market knowledge and opportunity recognition capabilities to predict the performance of export-manufacturing firms,KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE,,,,Y,ip_perf_match,,,,,,,,wos
S1385,000643183300001,"Bakhouche, Abderazak",2022,Assessing the Innovation-finance Nexus for SMEs: Evidence from the Arab Region (MENA),JOURNAL OF THE KNOWLEDGE ECONOMY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1386,000642599000002,"Lopes, Joao; Ferreira, Joao J.; Farinha, Luis",2021,Entrepreneurship and the resource-based view: what is the linkage? A bibliometric approach,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,,,N,meta,,,,,,,,wos
S1387,000643455400001,"Crick, James M.; Crick, Dave",2021,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,JOURNAL OF INTERNATIONAL MARKETING,,,,Y,ip_perf_match,,,,,,,,wos
S1388,000641458900013,"Liu, Tiansen; Bi, Jun; Xing, Xinpeng; Zhu, Yue; Wang, Jiayu; Yu, Shuao",2021,Bridging production factors allocation and sustainable operations in China's heavy-polluting firms: The moderation effect of internationalization,JOURNAL OF CLEANER PRODUCTION,,,,UNSURE,title_insufficient,,,,,,,,wos
S1389,000648926100001,"Chan, Christine M.; Du, Jialin",2021,"The dynamic process of pro-market reforms and foreign affiliate performance: When to seek local, subnational, or global help?",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1390,000644265100003,"Barlozewski, Krystian; Trapczynski, Piotr",2021,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",OECONOMIA COPERNICANA,,,,Y,ip_perf_match,,,,,,,,wos
S1391,000649157300001,"Danish, Mohd Shadab; Haider, Salman; Dhanora, Madan; Sharma, Ruchi",2021,Modelling two-way relationship between innovation and internationalisation: does learning by export matter?,TRANSNATIONAL CORPORATIONS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1392,000650827300001,"Teruel, Mercedes; Coad, Alex; Domnick, Clemens; Flachenecker, Florian; Harasztosi, Peter; Janiri, Mario Lorenzo; Pal, Rozalia",2022,The birth of new HGEs: internationalization through new digital technologies,JOURNAL OF TECHNOLOGY TRANSFER,,,,UNSURE,title_insufficient,,,,,,,,wos
S1393,000682879500014,"Mitrega, Maciej; Siemieniako, Dariusz; Makkonen, Hannu; Kubacki, Krzysztof; Bresciani, Stefano",2021,Versatile capabilities for growth in the context of transforming countries: Evidence from Polish manufacturing companies,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1394,000652679400001,"Prakash, J. Vineesh; Nauriyal, D. K.",2020,Automotive Components Industry and Profitability Factors: Evidence from India,VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1395,000667881100001,"Moreno-Gene, Jordi; Gallizo, Jose Luis",2021,Intergenerational Differences in Family Business Management and Their Influence on Business Profitability,SUSTAINABILITY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1396,000647768200001,"Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains",INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1397,000649785800001,"Mishra, Aswini Kumar; Sinha, Abhishek Kumar; Khasnis, Abhijeet; Vadlamani, Sai Thcja",2021,Exploring firm-level innovation and productivity in India,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1398,000652187100012,"Liu, Lujing; Xu, Jian; Shang, Yue",2020,Determining factors of financial performance of agricultural listed companies in China,CUSTOS E AGRONEGOCIO ON LINE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1399,000657656900008,"Colombo, Massimo G.; Piva, Evila; Quas, Anita; Rossi-Lamastra, Cristina",2021,Dynamic capabilities and high-tech entrepreneurial ventures' performance in the aftermath of an environmental jolt,LONG RANGE PLANNING,,,,UNSURE,title_insufficient,,,,,,,,wos
S1400,000655592200001,"Zavala, Rigoberto",2021,Competitive efficiency in Catalonia: a non-parametric study of the competitiveness index based on data envelopment analysis,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1401,000665769700004,"Wei, Shih-Yung; Lin, Li-Wei",2021,The Relationship between Extent of Internationalization and Firm Performance (Taiwan 1992-2017),MATHEMATICAL PROBLEMS IN ENGINEERING,,,,Y,ip_perf_match,,,,,,,,wos
S1402,000655416200002,"Wojcik-Karpacz, Anna; Karpacz, Jaroslaw; Rudawska, Joanna",2021,The impact of market orientation on the performance of MSMEs operating in technology parks: The role of market dynamism,JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND INNOVATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S1403,000659316500001,"Freixanet, Joan; Rialp, Josep",2022,"Disentangling the relationship between internationalization, incremental and radical innovation, and firm performance",GLOBAL STRATEGY JOURNAL,,,,Y,ip_perf_match,,,,,,,,wos
S1404,000655653100014,"Han, Xia",2021,"Risk management, legitimacy, and the overseas subsidiary performance of emerging market MNEs",INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1405,000660618600001,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",2021,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,CHINESE MANAGEMENT STUDIES,,,,Y,ip_perf_match,,,,,,,,wos
S1406,000659897200001,"Alnori, Faisal",2021,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,,,,Y,ip_perf_match,,,,,,,,wos
S1407,000658862600010,"Bhattacharya, Indrajit; Ramachandran, Anandhi",2021,Lean manufacturing techniques - Implementation in Indian MSMEs and benefits realized thereof,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1408,000662980300001,"Saha, Kaustav; Kumar, Rohit; Dutta, Swarup Kumar; Tiwari, Preeti",2021,Validating multidimensional entrepreneurial orientation in emerging economies,EUROPEAN BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1409,000690807400001,"Sarwar, Zahid; Khan, Muhammad Asif; Yang, Zhen; Khan, Adnan; Haseeb, Muhammad; Sarwar, Aaqib",2021,An Investigation of Entrepreneurial SMEs' Network Capability and Social Capital to Accomplish Innovativeness: A Dynamic Capability Perspective,SAGE OPEN,,,,UNSURE,title_insufficient,,,,,,,,wos
S1410,000680833000008,"Huang, Xinli; Fan, Di; He, Xiaoming; Su, Yiyi",2021,The Micro-Foundation of Ambidextrous Foreign Direct Investment,MANAGEMENT AND ORGANIZATION REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1411,000663391600001,"Guo, Guangyuan; Li, Jing; Wang, Dan; Zhang, Lina",2022,"Political connection, contract intensity, and OFDI: Evidence from China",JOURNAL OF ECONOMIC SURVEYS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1412,000665686900001,"Iandolo, Stefano; Ferragina, Anna",2021,International activities and innovation: Evidence from Italy with a special regressor approach,WORLD ECONOMY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1413,000669948400001,"Porto, Rafael Barreiros; Gomes Akitaya, Paula Borges; Oliveira, Denise Santos",2023,Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,Y,ip_perf_match,,,,,,,,wos
S1414,000670685100001,"Valenza, Giuseppe; Caputo, Andrea; Calabro, Andrea",2023,Is small and medium-sized beautiful? The structure and evolution of family SMEs research,JOURNAL OF FAMILY BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1415,000670474800004,"Wu, Sihong; Fan, Di",2021,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,JOURNAL OF GENERAL MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1416,000672594000001,"da Silva Campos, Susana Sales; Machado Filho, Claudio Antonio Pinheiro; Costa, Raquel Sales da Silva; dos Santos-Costa, Lucas",2022,The contribution of the external director for Brazilian private family business: a generational approach,JOURNAL OF FAMILY BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1417,000672613200001,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",2022,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,MULTINATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1418,000672686300001,"Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2021,"International competitive strategies, organizational learning and export performance: a match and mis-match conceptualization",EUROPEAN JOURNAL OF MARKETING,,,,Y,ip_perf_match,,,,,,,,wos
S1419,000674913500001,"Sankaran, Arumugam; Krishna, Arjun; Vadivel, Arjunan",2021,How does manufacturing output affect export behaviors in emerging market economies? Evidence from a dynamic panel ARDL for ten biggest emerging market economies,FUTURE BUSINESS JOURNAL,,,,Y,ip_firm_match,,,,,,,,wos
S1420,000670889500007,"Dahal, Ajit; Krisjanti, Mahestu N.",2021,EFFECT OF INDIVIDUAL ENTREPRENEURSHIP ORIENTATION ON EXPORT INTENTION IN MICRO AND SMALL ENTERPRISES: THE MODERATING ROLE OF ACCESS TO FINANCE,EKONOMSKI VJESNIK,,,,UNSURE,title_insufficient,,,,,,,,wos
S1421,000678042100001,"Rahman, Mahfuzur; Hack-Polay, Dieu; Shafique, Sujana; Igwe, Paul Agu",2023,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,Y,ip_perf_match,,,,,,,,wos
S1422,000680486100001,"Singal, Ajay Kumar; Ahsan, Faisal Mohammad",2023,The relationship between cross-border acquisitions and R&D investments by Indian firms - substituting or complementing,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1423,000678084000002,"Zeidan, Susan",2021,"Organisational commitment, intentions to quit, intellectual capital and firm's market value and innovation performance",INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1424,000680823600001,"Koelling, Arnd; Mertens, Antje",2022,Export activities and the demand for skills in German businesses,EMPIRICA,,,,Y,ip_firm_match,,,,,,,,wos
S1425,000681442100001,"Criaco, Giuseppe; Naldi, Lucia; Zahra, Shaker A.",2022,"Founders' Prior Shared International Experience, Time to First Foreign Market Entry, and New Venture Performance",JOURNAL OF MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1426,000683187100005,"Freixanet, Joan; Churakova, Iya; Rialp, Josep; Lin, Hsin-Chen",2021,Riding the storm out: the short- and long-term effects of export promotion on firm performance during an economic downturn,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1427,000684484700001,"Fuentelsaz, Lucio; Garrido, Elisabet; Gonzalez, Minerva",2022,Speed of institutional change and subsidiary performance: The moderating impact of home and host country learning,GLOBAL STRATEGY JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S1428,000687364100001,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",2022,Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,,,Y,ip_perf_match,,,,,,,,wos
S1429,000687730400001,"Garcia Ortiz, Paula Andrea; Calderon Garcia, Haydee; Fayos Gardo, Teresa; Roa Vivas, Nidia",2021,Dynamic marketing capabilities as drivers of international channel integration: is this true for Latin American SMEs?,QUALITATIVE MARKET RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1430,000686040300001,"Ding, Sasa; McDonald, Frank; Wei, Yingqi",2021,Is Internationalization Beneficial to Innovation? Evidence from a Meta-analysis,MANAGEMENT INTERNATIONAL REVIEW,,,,N,meta,,,,,,,,wos
S1431,000691330100001,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",2022,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,,,Y,ip_perf_match,,,,,,,,wos
